Vehicles,Column1,Month,Year,Units,Vehicles.1,Vehicles_Cleaned,Classification,Category.1,Date
Dong Feng,Sale,Oct,2008,1.0,Dong Feng,Dong Feng,,TRUCKS,2008-10-01
Dong Feng,Sale,Nov,2008,3.0,Dong Feng,Dong Feng,,TRUCKS,2008-11-01
Dong Feng,Sale,Dec,2008,1.0,Dong Feng,Dong Feng,,TRUCKS,2008-12-01
Dong Feng,Sale,Jan,2009,6.0,Dong Feng,Dong Feng,,TRUCKS,2009-01-01
Dong Feng,Sale,Feb,2009,2.0,Dong Feng,Dong Feng,,TRUCKS,2009-02-01
Dong Feng,Sale,Mar,2009,3.0,Dong Feng,Dong Feng,,TRUCKS,2009-03-01
Dong Feng,Sale,Apr,2009,1.0,Dong Feng,Dong Feng,,TRUCKS,2009-04-01
Dong Feng,Sale,May,2009,5.0,Dong Feng,Dong Feng,,TRUCKS,2009-05-01
Hyundai Shehzore,Prod.,July,2008,500.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",
Hyundai Shehzore,Prod.,Aug,2008,325.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Hyundai Shehzore,Prod.,Sep,2008,470.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Hyundai Shehzore,Prod.,Oct,2008,25.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Hyundai Shehzore,Prod.,Nov,2008,0.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Hyundai Shehzore,Prod.,Dec,2008,0.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Hyundai Shehzore,Prod.,Jan,2009,37.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Hyundai Shehzore,Prod.,Feb,2009,4.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Hyundai Shehzore,Prod.,Mar,2009,4.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Hyundai Shehzore,Prod.,Apr,2009,325.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Hyundai Shehzore,Prod.,May,2009,138.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Hyundai Shehzore,Prod.,Jun,2009,168.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Hyundai Shehzore,Sale,July,2008,247.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",
Hyundai Shehzore,Sale,Aug,2008,86.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Hyundai Shehzore,Sale,Sep,2008,126.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Hyundai Shehzore,Sale,Oct,2008,291.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Hyundai Shehzore,Sale,Nov,2008,124.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Hyundai Shehzore,Sale,Dec,2008,80.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Hyundai Shehzore,Sale,Jan,2009,103.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Hyundai Shehzore,Sale,Feb,2009,101.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Hyundai Shehzore,Sale,Mar,2009,122.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Hyundai Shehzore,Sale,Apr,2009,222.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Hyundai Shehzore,Sale,May,2009,207.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Hyundai Shehzore,Sale,Jun,2009,174.0,Hyundai Shehzore,Hyundai Shehzore,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Master,Prod.,July,2008,6.0,Master,Master,,TRUCKS,
Master,Prod.,Aug,2008,4.0,Master,Master,,TRUCKS,2008-08-01
Master,Prod.,Sep,2008,2.0,Master,Master,,TRUCKS,2008-09-01
Master,Prod.,Oct,2008,1.0,Master,Master,,TRUCKS,2008-10-01
Master,Prod.,Nov,2008,3.0,Master,Master,,TRUCKS,2008-11-01
Master,Prod.,Dec,2008,2.0,Master,Master,,TRUCKS,2008-12-01
Master,Prod.,Jan,2009,2.0,Master,Master,,TRUCKS,2009-01-01
Master,Prod.,Feb,2009,1.0,Master,Master,,TRUCKS,2009-02-01
Master,Prod.,Mar,2009,2.0,Master,Master,,TRUCKS,2009-03-01
Master,Prod.,Apr,2009,4.0,Master,Master,,TRUCKS,2009-04-01
Master,Prod.,May,2009,2.0,Master,Master,,TRUCKS,2009-05-01
Master,Prod.,Jun,2009,7.0,Master,Master,,TRUCKS,2009-06-01
Master,Sale,July,2008,3.0,Master,Master,,TRUCKS,
Master,Sale,Aug,2008,6.0,Master,Master,,TRUCKS,2008-08-01
Master,Sale,Sep,2008,1.0,Master,Master,,TRUCKS,2008-09-01
Master,Sale,Nov,2008,5.0,Master,Master,,TRUCKS,2008-11-01
Master,Sale,Dec,2008,2.0,Master,Master,,TRUCKS,2008-12-01
Master,Sale,Jan,2009,3.0,Master,Master,,TRUCKS,2009-01-01
Master,Sale,Feb,2009,2.0,Master,Master,,TRUCKS,2009-02-01
Master,Sale,Mar,2009,3.0,Master,Master,,TRUCKS,2009-03-01
Master,Sale,Apr,2009,3.0,Master,Master,,TRUCKS,2009-04-01
Master,Sale,May,2009,2.0,Master,Master,,TRUCKS,2009-05-01
Master,Sale,Jun,2009,12.0,Master,Master,,TRUCKS,2009-06-01
Fiat,Prod.,July,2008,2284.0,Fiat,Fiat,,FARM TRACTORS,
Fiat,Prod.,Aug,2008,2105.0,Fiat,Fiat,,FARM TRACTORS,2008-08-01
Fiat,Prod.,Sep,2008,2611.0,Fiat,Fiat,,FARM TRACTORS,2008-09-01
Fiat,Prod.,Oct,2008,2110.0,Fiat,Fiat,,FARM TRACTORS,2008-10-01
Fiat,Prod.,Nov,2008,2471.0,Fiat,Fiat,,FARM TRACTORS,2008-11-01
Fiat,Prod.,Dec,2008,2969.0,Fiat,Fiat,,FARM TRACTORS,2008-12-01
Fiat,Prod.,Jan,2009,2123.0,Fiat,Fiat,,FARM TRACTORS,2009-01-01
Fiat,Prod.,Feb,2009,2010.0,Fiat,Fiat,,FARM TRACTORS,2009-02-01
Fiat,Prod.,Mar,2009,2563.0,Fiat,Fiat,,FARM TRACTORS,2009-03-01
Fiat,Prod.,Apr,2009,3003.0,Fiat,Fiat,,FARM TRACTORS,2009-04-01
Fiat,Prod.,May,2009,2702.0,Fiat,Fiat,,FARM TRACTORS,2009-05-01
Fiat,Prod.,Jun,2009,3232.0,Fiat,Fiat,,FARM TRACTORS,2009-06-01
Fiat,Sale,July,2008,1942.0,Fiat,Fiat,,FARM TRACTORS,
Fiat,Sale,Aug,2008,2332.0,Fiat,Fiat,,FARM TRACTORS,2008-08-01
Fiat,Sale,Sep,2008,2696.0,Fiat,Fiat,,FARM TRACTORS,2008-09-01
Fiat,Sale,Oct,2008,1804.0,Fiat,Fiat,,FARM TRACTORS,2008-10-01
Fiat,Sale,Nov,2008,2400.0,Fiat,Fiat,,FARM TRACTORS,2008-11-01
Fiat,Sale,Dec,2008,3379.0,Fiat,Fiat,,FARM TRACTORS,2008-12-01
Fiat,Sale,Jan,2009,2125.0,Fiat,Fiat,,FARM TRACTORS,2009-01-01
Fiat,Sale,Feb,2009,1177.0,Fiat,Fiat,,FARM TRACTORS,2009-02-01
Fiat,Sale,Mar,2009,3392.0,Fiat,Fiat,,FARM TRACTORS,2009-03-01
Fiat,Sale,Apr,2009,3005.0,Fiat,Fiat,,FARM TRACTORS,2009-04-01
Fiat,Sale,May,2009,2572.0,Fiat,Fiat,,FARM TRACTORS,2009-05-01
Fiat,Sale,Jun,2009,3293.0,Fiat,Fiat,,FARM TRACTORS,2009-06-01
Massey Ferguson,Prod.,July,2008,1597.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,
Massey Ferguson,Prod.,Aug,2008,1928.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-08-01
Massey Ferguson,Prod.,Sep,2008,1691.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-09-01
Massey Ferguson,Prod.,Oct,2008,1689.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-10-01
Massey Ferguson,Prod.,Nov,2008,2738.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-11-01
Massey Ferguson,Prod.,Dec,2008,2521.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-12-01
Massey Ferguson,Prod.,Jan,2009,2708.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-01-01
Massey Ferguson,Prod.,Feb,2009,2513.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-02-01
Massey Ferguson,Prod.,Mar,2009,3030.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-03-01
Massey Ferguson,Prod.,Apr,2009,3154.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-04-01
Massey Ferguson,Prod.,May,2009,3008.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-05-01
Massey Ferguson,Prod.,Jun,2009,3208.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-06-01
Massey Ferguson,Sale,July,2008,1583.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,
Massey Ferguson,Sale,Aug,2008,2275.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-08-01
Massey Ferguson,Sale,Sep,2008,1475.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-09-01
Massey Ferguson,Sale,Oct,2008,1539.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-10-01
Massey Ferguson,Sale,Nov,2008,2203.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-11-01
Massey Ferguson,Sale,Dec,2008,2672.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2008-12-01
Massey Ferguson,Sale,Jan,2009,2572.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-01-01
Massey Ferguson,Sale,Feb,2009,2667.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-02-01
Massey Ferguson,Sale,Mar,2009,2902.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-03-01
Massey Ferguson,Sale,Apr,2009,3526.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-04-01
Massey Ferguson,Sale,May,2009,3329.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-05-01
Massey Ferguson,Sale,Jun,2009,3491.0,Massey Ferguson,Massey Ferguson,,FARM TRACTORS,2009-06-01
Honda,Prod.,July,2008,35200.0,Honda,Honda,,MOTORCYCLES,
Honda,Prod.,Aug,2008,32850.0,Honda,Honda,,MOTORCYCLES,2008-08-01
Honda,Prod.,Sep,2008,29962.0,Honda,Honda,,MOTORCYCLES,2008-09-01
Honda,Prod.,Oct,2008,34000.0,Honda,Honda,,MOTORCYCLES,2008-10-01
Honda,Prod.,Nov,2008,30255.0,Honda,Honda,,MOTORCYCLES,2008-11-01
Honda,Prod.,Dec,2008,22260.0,Honda,Honda,,MOTORCYCLES,2008-12-01
Honda,Prod.,Jan,2009,25010.0,Honda,Honda,,MOTORCYCLES,2009-01-01
Honda,Prod.,Feb,2009,22896.0,Honda,Honda,,MOTORCYCLES,2009-02-01
Honda,Prod.,Mar,2009,23000.0,Honda,Honda,,MOTORCYCLES,2009-03-01
Honda,Prod.,Apr,2009,30000.0,Honda,Honda,,MOTORCYCLES,2009-04-01
Honda,Prod.,May,2009,32000.0,Honda,Honda,,MOTORCYCLES,2009-05-01
Honda,Prod.,Jun,2009,32092.0,Honda,Honda,,MOTORCYCLES,2009-06-01
Honda,Sale,July,2008,35020.0,Honda,Honda,,MOTORCYCLES,
Honda,Sale,Aug,2008,33074.0,Honda,Honda,,MOTORCYCLES,2008-08-01
Honda,Sale,Sep,2008,30086.0,Honda,Honda,,MOTORCYCLES,2008-09-01
Honda,Sale,Oct,2008,33261.0,Honda,Honda,,MOTORCYCLES,2008-10-01
Honda,Sale,Nov,2008,30118.0,Honda,Honda,,MOTORCYCLES,2008-11-01
Honda,Sale,Dec,2008,23015.0,Honda,Honda,,MOTORCYCLES,2008-12-01
Honda,Sale,Jan,2009,25017.0,Honda,Honda,,MOTORCYCLES,2009-01-01
Honda,Sale,Feb,2009,23023.0,Honda,Honda,,MOTORCYCLES,2009-02-01
Honda,Sale,Mar,2009,23013.0,Honda,Honda,,MOTORCYCLES,2009-03-01
Honda,Sale,Apr,2009,30093.0,Honda,Honda,,MOTORCYCLES,2009-04-01
Honda,Sale,May,2009,32123.0,Honda,Honda,,MOTORCYCLES,2009-05-01
Honda,Sale,Jun,2009,32049.0,Honda,Honda,,MOTORCYCLES,2009-06-01
Yamaha,Prod.,July,2008,3000.0,Yamaha,Yamaha,,MOTORCYCLES,
Yamaha,Prod.,Aug,2008,2034.0,Yamaha,Yamaha,,MOTORCYCLES,2008-08-01
Yamaha,Prod.,Sep,2008,2429.0,Yamaha,Yamaha,,MOTORCYCLES,2008-09-01
Yamaha,Prod.,Oct,2008,2760.0,Yamaha,Yamaha,,MOTORCYCLES,2008-10-01
Yamaha,Prod.,Nov,2008,1301.0,Yamaha,Yamaha,,MOTORCYCLES,2008-11-01
Yamaha,Prod.,Dec,2008,6042.0,Yamaha,Yamaha,,MOTORCYCLES,2008-12-01
Yamaha,Prod.,Jan,2009,6462.0,Yamaha,Yamaha,,MOTORCYCLES,2009-01-01
Yamaha,Prod.,Feb,2009,6388.0,Yamaha,Yamaha,,MOTORCYCLES,2009-02-01
Yamaha,Prod.,Mar,2009,6650.0,Yamaha,Yamaha,,MOTORCYCLES,2009-03-01
Yamaha,Prod.,Apr,2009,9022.0,Yamaha,Yamaha,,MOTORCYCLES,2009-04-01
Yamaha,Prod.,May,2009,10100.0,Yamaha,Yamaha,,MOTORCYCLES,2009-05-01
Yamaha,Prod.,Jun,2009,10002.0,Yamaha,Yamaha,,MOTORCYCLES,2009-06-01
Yamaha,Sale,July,2008,3463.0,Yamaha,Yamaha,,MOTORCYCLES,
Yamaha,Sale,Aug,2008,2448.0,Yamaha,Yamaha,,MOTORCYCLES,2008-08-01
Yamaha,Sale,Sep,2008,2386.0,Yamaha,Yamaha,,MOTORCYCLES,2008-09-01
Yamaha,Sale,Oct,2008,2762.0,Yamaha,Yamaha,,MOTORCYCLES,2008-10-01
Yamaha,Sale,Nov,2008,1545.0,Yamaha,Yamaha,,MOTORCYCLES,2008-11-01
Yamaha,Sale,Dec,2008,5835.0,Yamaha,Yamaha,,MOTORCYCLES,2008-12-01
Yamaha,Sale,Jan,2009,6044.0,Yamaha,Yamaha,,MOTORCYCLES,2009-01-01
Yamaha,Sale,Feb,2009,6246.0,Yamaha,Yamaha,,MOTORCYCLES,2009-02-01
Yamaha,Sale,Mar,2009,6620.0,Yamaha,Yamaha,,MOTORCYCLES,2009-03-01
Yamaha,Sale,Apr,2009,9041.0,Yamaha,Yamaha,,MOTORCYCLES,2009-04-01
Yamaha,Sale,May,2009,10033.0,Yamaha,Yamaha,,MOTORCYCLES,2009-05-01
Yamaha,Sale,Jun,2009,10061.0,Yamaha,Yamaha,,MOTORCYCLES,2009-06-01
Suzuki,Prod.,July,2008,1600.0,Suzuki,Suzuki,,MOTORCYCLES,
Suzuki,Prod.,Aug,2008,1756.0,Suzuki,Suzuki,,MOTORCYCLES,2008-08-01
Suzuki,Prod.,Sep,2008,1379.0,Suzuki,Suzuki,,MOTORCYCLES,2008-09-01
Suzuki,Prod.,Oct,2008,1664.0,Suzuki,Suzuki,,MOTORCYCLES,2008-10-01
Suzuki,Prod.,Nov,2008,1223.0,Suzuki,Suzuki,,MOTORCYCLES,2008-11-01
Suzuki,Prod.,Dec,2008,525.0,Suzuki,Suzuki,,MOTORCYCLES,2008-12-01
Suzuki,Prod.,Jan,2009,800.0,Suzuki,Suzuki,,MOTORCYCLES,2009-01-01
Suzuki,Prod.,Feb,2009,780.0,Suzuki,Suzuki,,MOTORCYCLES,2009-02-01
Suzuki,Prod.,Mar,2009,1081.0,Suzuki,Suzuki,,MOTORCYCLES,2009-03-01
Suzuki,Prod.,Apr,2009,1250.0,Suzuki,Suzuki,,MOTORCYCLES,2009-04-01
Suzuki,Prod.,May,2009,1199.0,Suzuki,Suzuki,,MOTORCYCLES,2009-05-01
Suzuki,Prod.,Jun,2009,1335.0,Suzuki,Suzuki,,MOTORCYCLES,2009-06-01
Suzuki,Sale,July,2008,1570.0,Suzuki,Suzuki,,MOTORCYCLES,
Suzuki,Sale,Aug,2008,1662.0,Suzuki,Suzuki,,MOTORCYCLES,2008-08-01
Suzuki,Sale,Sep,2008,1544.0,Suzuki,Suzuki,,MOTORCYCLES,2008-09-01
Suzuki,Sale,Oct,2008,1560.0,Suzuki,Suzuki,,MOTORCYCLES,2008-10-01
Suzuki,Sale,Nov,2008,1135.0,Suzuki,Suzuki,,MOTORCYCLES,2008-11-01
Suzuki,Sale,Dec,2008,789.0,Suzuki,Suzuki,,MOTORCYCLES,2008-12-01
Suzuki,Sale,Jan,2009,1259.0,Suzuki,Suzuki,,MOTORCYCLES,2009-01-01
Suzuki,Sale,Feb,2009,980.0,Suzuki,Suzuki,,MOTORCYCLES,2009-02-01
Suzuki,Sale,Mar,2009,1110.0,Suzuki,Suzuki,,MOTORCYCLES,2009-03-01
Suzuki,Sale,Apr,2009,1042.0,Suzuki,Suzuki,,MOTORCYCLES,2009-04-01
Suzuki,Sale,May,2009,1195.0,Suzuki,Suzuki,,MOTORCYCLES,2009-05-01
Suzuki,Sale,Jun,2009,1480.0,Suzuki,Suzuki,,MOTORCYCLES,2009-06-01
Sohrab,Prod.,July,2008,600.0,Sohrab,Sohrab,,MOTORCYCLES,
Sohrab,Prod.,Aug,2008,377.0,Sohrab,Sohrab,,MOTORCYCLES,2008-08-01
Sohrab,Prod.,Sep,2008,473.0,Sohrab,Sohrab,,MOTORCYCLES,2008-09-01
Sohrab,Prod.,Oct,2008,453.0,Sohrab,Sohrab,,MOTORCYCLES,2008-10-01
Sohrab,Prod.,Nov,2008,767.0,Sohrab,Sohrab,,MOTORCYCLES,2008-11-01
Sohrab,Prod.,Dec,2008,537.0,Sohrab,Sohrab,,MOTORCYCLES,2008-12-01
Sohrab,Prod.,Jan,2009,706.0,Sohrab,Sohrab,,MOTORCYCLES,2009-01-01
Sohrab,Prod.,Feb,2009,685.0,Sohrab,Sohrab,,MOTORCYCLES,2009-02-01
Sohrab,Prod.,Mar,2009,539.0,Sohrab,Sohrab,,MOTORCYCLES,2009-03-01
Sohrab,Prod.,Apr,2009,552.0,Sohrab,Sohrab,,MOTORCYCLES,2009-04-01
Sohrab,Prod.,May,2009,654.0,Sohrab,Sohrab,,MOTORCYCLES,2009-05-01
Sohrab,Prod.,Jun,2009,623.0,Sohrab,Sohrab,,MOTORCYCLES,2009-06-01
Sohrab,Sale,July,2008,586.0,Sohrab,Sohrab,,MOTORCYCLES,
Sohrab,Sale,Aug,2008,421.0,Sohrab,Sohrab,,MOTORCYCLES,2008-08-01
Sohrab,Sale,Sep,2008,398.0,Sohrab,Sohrab,,MOTORCYCLES,2008-09-01
Sohrab,Sale,Oct,2008,498.0,Sohrab,Sohrab,,MOTORCYCLES,2008-10-01
Sohrab,Sale,Nov,2008,836.0,Sohrab,Sohrab,,MOTORCYCLES,2008-11-01
Sohrab,Sale,Dec,2008,546.0,Sohrab,Sohrab,,MOTORCYCLES,2008-12-01
Sohrab,Sale,Jan,2009,652.0,Sohrab,Sohrab,,MOTORCYCLES,2009-01-01
Sohrab,Sale,Feb,2009,541.0,Sohrab,Sohrab,,MOTORCYCLES,2009-02-01
Sohrab,Sale,Mar,2009,627.0,Sohrab,Sohrab,,MOTORCYCLES,2009-03-01
Sohrab,Sale,Apr,2009,656.0,Sohrab,Sohrab,,MOTORCYCLES,2009-04-01
Sohrab,Sale,May,2009,646.0,Sohrab,Sohrab,,MOTORCYCLES,2009-05-01
Sohrab,Sale,Jun,2009,652.0,Sohrab,Sohrab,,MOTORCYCLES,2009-06-01
Sohrab Three Wheeler,Prod.,July,2008,153.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,
Sohrab Three Wheeler,Prod.,Aug,2008,40.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-08-01
Sohrab Three Wheeler,Prod.,Sep,2008,131.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-09-01
Sohrab Three Wheeler,Prod.,Oct,2008,68.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-10-01
Sohrab Three Wheeler,Prod.,Nov,2008,127.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-11-01
Sohrab Three Wheeler,Prod.,Dec,2008,89.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-12-01
Sohrab Three Wheeler,Prod.,Jan,2009,78.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-01-01
Sohrab Three Wheeler,Prod.,Feb,2009,208.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-02-01
Sohrab Three Wheeler,Prod.,Mar,2009,224.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-03-01
Sohrab Three Wheeler,Prod.,Apr,2009,150.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-04-01
Sohrab Three Wheeler,Prod.,May,2009,211.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-05-01
Sohrab Three Wheeler,Prod.,Jun,2009,253.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-06-01
Sohrab Three Wheeler,Sale,July,2008,144.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,
Sohrab Three Wheeler,Sale,Aug,2008,55.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-08-01
Sohrab Three Wheeler,Sale,Sep,2008,125.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-09-01
Sohrab Three Wheeler,Sale,Oct,2008,72.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-10-01
Sohrab Three Wheeler,Sale,Nov,2008,127.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-11-01
Sohrab Three Wheeler,Sale,Dec,2008,84.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2008-12-01
Sohrab Three Wheeler,Sale,Jan,2009,85.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-01-01
Sohrab Three Wheeler,Sale,Feb,2009,210.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-02-01
Sohrab Three Wheeler,Sale,Mar,2009,200.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-03-01
Sohrab Three Wheeler,Sale,Apr,2009,173.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-04-01
Sohrab Three Wheeler,Sale,May,2009,213.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-05-01
Sohrab Three Wheeler,Sale,Jun,2009,253.0,Sohrab Three Wheeler,Sohrab Three-Wheeler,THREE-WHEELER,THREE-WHEELER,2009-06-01
Qingqi,Prod.,July,2008,50.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,
Qingqi,Prod.,Aug,2008,60.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-08-01
Qingqi,Prod.,Sep,2008,60.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-09-01
Qingqi,Prod.,Oct,2008,47.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-10-01
Qingqi,Prod.,Nov,2008,108.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-11-01
Qingqi,Prod.,Dec,2008,75.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-12-01
Qingqi,Prod.,Jan,2009,82.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-01-01
Qingqi,Prod.,Feb,2009,89.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-02-01
Qingqi,Prod.,Mar,2009,182.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-03-01
Qingqi,Prod.,Apr,2009,101.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-04-01
Qingqi,Prod.,May,2009,140.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-05-01
Qingqi,Prod.,Jun,2009,114.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-06-01
Qingqi,Sale,July,2008,43.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,
Qingqi,Sale,Aug,2008,54.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-08-01
Qingqi,Sale,Sep,2008,85.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-09-01
Qingqi,Sale,Oct,2008,105.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-10-01
Qingqi,Sale,Nov,2008,93.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-11-01
Qingqi,Sale,Dec,2008,56.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2008-12-01
Qingqi,Sale,Jan,2009,96.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-01-01
Qingqi,Sale,Feb,2009,96.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-02-01
Qingqi,Sale,Mar,2009,148.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-03-01
Qingqi,Sale,Apr,2009,144.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-04-01
Qingqi,Sale,May,2009,137.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-05-01
Qingqi,Sale,Jun,2009,99.0,Qingqi,Qingqi Motorcycle,,MOTORCYCLES,2009-06-01
Qingqi Three Wheeler,Prod.,July,2008,1506.0,Qingqi Three Wheeler,Qingqi Three-Wheeler,THREE-WHEELER,THREE-WHEELER,
